config_id,scenario_name,seed,profiles_party_a,profiles_party_b,profiles_mediator,status,ledger_turn,deadlock_count,agreed_n,open_issues_n,hitl_interventions,mock_backend,trace_json
Cfg1_AllCooperative,TechCorp Acquisition (4 issues),2112017561,cooperative,cooperative,cooperative,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg2_AllBalanced,USA-Iran Quick Talks (2 issues),676664868,balanced,balanced,balanced,settled,4,0,2,0,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 0}]"
Cfg2_AllBalanced,USA-Iran Quick Talks (2 issues),1178930962,balanced,balanced,balanced,settled,4,0,2,0,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 0}]"
Cfg2_AllBalanced,USA-Iran Quick Talks (2 issues),567953940,balanced,balanced,balanced,failed,10,0,0,2,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}]"
Cfg2_AllBalanced,USA-Iran Quick Talks (2 issues),1070220034,balanced,balanced,balanced,settled,4,0,2,0,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 0}]"
Cfg2_AllBalanced,USA-Iran Nuclear (4 issues),2037154299,balanced,balanced,balanced,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg2_AllBalanced,USA-Iran Nuclear (4 issues),391936746,balanced,balanced,balanced,settled,6,0,3,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}]"
Cfg2_AllBalanced,USA-Iran Nuclear (4 issues),2027782257,balanced,balanced,balanced,settled,6,0,3,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}]"
Cfg2_AllBalanced,USA-Iran Nuclear (4 issues),382564704,balanced,balanced,balanced,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg2_AllBalanced,TechCorp Acquisition (4 issues),2127693191,balanced,balanced,balanced,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg2_AllBalanced,TechCorp Acquisition (4 issues),1616055055,balanced,balanced,balanced,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg2_AllBalanced,TechCorp Acquisition (4 issues),2118321149,balanced,balanced,balanced,settled,8,0,4,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 3}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 4, ""open_issues_n"": 1}]"
Cfg2_AllBalanced,TechCorp Acquisition (4 issues),1507344127,balanced,balanced,balanced,settled,8,0,4,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 3}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 4, ""open_issues_n"": 1}]"
Cfg3_CoopVsStubborn,USA-Iran Quick Talks (2 issues),1622155406,cooperative,stubborn,balanced,failed,10,0,0,2,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}]"
Cfg3_CoopVsStubborn,USA-Iran Quick Talks (2 issues),1011178388,cooperative,stubborn,balanced,failed,10,0,0,2,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 2}]"
Cfg3_CoopVsStubborn,USA-Iran Quick Talks (2 issues),1513444478,cooperative,stubborn,balanced,settled,4,0,2,0,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 0}]"
Cfg3_CoopVsStubborn,USA-Iran Quick Talks (2 issues),1001806346,cooperative,stubborn,balanced,settled,4,0,2,0,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 0}]"
Cfg3_CoopVsStubborn,USA-Iran Nuclear (4 issues),1295631490,cooperative,stubborn,balanced,failed,10,0,0,4,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn4"", ""ledger_turn"": 8, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn5"", ""ledger_turn"": 10, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 0, ""open_issues_n"": 4}]"
Cfg3_CoopVsStubborn,USA-Iran Nuclear (4 issues),1797897584,cooperative,stubborn,balanced,settled,6,0,3,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}]"
Cfg3_CoopVsStubborn,USA-Iran Nuclear (4 issues),1186920562,cooperative,stubborn,balanced,settled,6,0,3,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}]"
Cfg3_CoopVsStubborn,USA-Iran Nuclear (4 issues),1788525542,cooperative,stubborn,balanced,settled,6,0,3,1,0,True,"[{""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn1"", ""ledger_turn"": 2, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 1, ""open_issues_n"": 2}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn2"", ""ledger_turn"": 4, ""status"": ""in_progress"", ""deadlock_count"": 0, ""agreed_n"": 2, ""open_issues_n"": 1}, {""type"": ""ledger_snapshot"", ""label"": ""after_mediator_turn3"", ""ledger_turn"": 6, ""status"": ""settled"", ""deadlock_count"": 0, ""agreed_n"": 3, ""open_issues_n"": 1}]"
